external_urls/spotify,followers/href,followers/total,genres/0,genres/1,href,id,images/0/height,images/0/url,images/0/width,images/1/height,images/1/url,images/1/width,images/2/height,images/2/url,images/2/width,name,popularity,type,uri,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,genres/8,images/3/height,images/3/url,images/3/width,genres/9,genres/10
https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX,,28756460,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX,640,https://i.scdn.co/image/8ef1003d0cab2411ebc066ae9e50c01dceaf4e6c,640,320,https://i.scdn.co/image/b6050d78c0fecee8e1f2614d326f7e24d835cb8e,320,160,https://i.scdn.co/image/155cffd734dfe8841887c60307ace6eb66a5bf7b,160,BTS,97,artist,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,,,,,,,,,,,,
https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,,696310,deep underground hip hop,kentucky hip hop,https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ,2LIk90788K0zvyj2JJVwkJ,640,https://i.scdn.co/image/98e354db8bafef4b3be444bad6f0535ad72bf5f6,640,320,https://i.scdn.co/image/760c87212373379f77290356031d063ebfb792d2,320,160,https://i.scdn.co/image/360bd37c8439b95b4258b233aa12ede454d75b48,160,Jack Harlow,86,artist,spotify:artist:2LIk90788K0zvyj2JJVwkJ,pop rap,rap,,,,,,,,,,
https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs,,4647917,kentucky hip hop,pop,https://api.spotify.com/v1/artists/2EMAnMvWE2eb56ToJVfCWs,2EMAnMvWE2eb56ToJVfCWs,640,https://i.scdn.co/image/c65c74e7b7eb576b8dea4d5d43283ac279e3f87d,640,320,https://i.scdn.co/image/f153678ecab2cd50acc63bf5d6c34abc4cd2347c,320,160,https://i.scdn.co/image/b90f2037f9cfabd9b39efc5613541c946df5b4bf,160,Bryson Tiller,81,artist,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,pop rap,rap,trap,,,,,,,,,
https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,,18987627,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF,41MozSoPIsD1dJM0CLPjZF,640,https://i.scdn.co/image/8655f0fdf5f2d897af934be45f5a40fc7afa29cd,640,320,https://i.scdn.co/image/53f18c90a47468bb20eaabb57845551040e925c9,320,160,https://i.scdn.co/image/c1becfeeb0e111f9f1a2b21e82e6be1ac3bae625,160,BLACKPINK,89,artist,spotify:artist:41MozSoPIsD1dJM0CLPjZF,,,,,,,,,,,,
https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,,7928890,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0,7n2Ycct7Beij7Dj7meI4X0,640,https://i.scdn.co/image/8b433d593721665572d1cff5d3770385354e9ccf,640,320,https://i.scdn.co/image/e71a2a8a600abca334f83ca19c31c7573d67d5e6,320,160,https://i.scdn.co/image/a269ed20fa2063b365688e52cbcdde9eb7e8fefc,160,TWICE,85,artist,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,,,,,,,,,,,,
https://open.spotify.com/artist/6UBA15slIuadJ8h2lPRPos,,1885976,hip hop,kansas city hip hop,https://api.spotify.com/v1/artists/6UBA15slIuadJ8h2lPRPos,6UBA15slIuadJ8h2lPRPos,640,https://i.scdn.co/image/51f88e794401a338e9df945883c3c6a081451a63,640,320,https://i.scdn.co/image/bf8620753d9ea92623654686da01c16dac1925f2,320,160,https://i.scdn.co/image/f8498a95d0e21f42b2d0eb3b032ccf253955469c,160,Tech N9ne,75,artist,spotify:artist:6UBA15slIuadJ8h2lPRPos,pop rap,rap,,,,,,,,,,
https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,,3830790,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/2dIgFjalVxs4ThymZ67YCE,2dIgFjalVxs4ThymZ67YCE,640,https://i.scdn.co/image/3c5decda22914c589e7d3622e752de1b547d62ce,640,320,https://i.scdn.co/image/1a8e8a79e062ff418cafa3bcbbe0849fdc200108,320,160,https://i.scdn.co/image/14ffa68a22af55ea4d36e5c6105b6b49a457d13c,160,Stray Kids,80,artist,spotify:artist:2dIgFjalVxs4ThymZ67YCE,,,,,,,,,,,,
https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx,,2249847,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/2AfmfGFbe0A0WsTYm0SDTx,2AfmfGFbe0A0WsTYm0SDTx,640,https://i.scdn.co/image/6744b6a37d1c29cb5fc626795106257549730724,640,320,https://i.scdn.co/image/780f680fea9ec3b744107dfeccbed18ceeb19252,320,160,https://i.scdn.co/image/804977eed459f0ffdccafa53bc206208519ee654,160,(G)I-DLE,79,artist,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,,,,,,,,,,,,
https://open.spotify.com/artist/0ghlgldX5Dd6720Q3qFyQB,,2938903,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/0ghlgldX5Dd6720Q3qFyQB,0ghlgldX5Dd6720Q3qFyQB,640,https://i.scdn.co/image/18dfbe427d7ca7c53ce1ba2db1f2605c8d3375c1,640,320,https://i.scdn.co/image/a4d0a9bbdc0f9865823317f3000e22ec066cc9fe,320,160,https://i.scdn.co/image/d631e8d9c721342273eeb32492fc27229d26c0b4,160,TOMORROW X TOGETHER,77,artist,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,,,,,,,,,,,,
https://open.spotify.com/artist/1z4g3DjTBBZKhvAroFlhOM,,4780308,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/1z4g3DjTBBZKhvAroFlhOM,1z4g3DjTBBZKhvAroFlhOM,640,https://i.scdn.co/image/76f0a6ebc5f5595d21756e66429aa16225e09204,640,320,https://i.scdn.co/image/361ea572e5bd08e5fe67aefbd3fb6e14d5621e79,320,160,https://i.scdn.co/image/fdd314b63c56ed0c70ce93d6396494a9bd30d26b,160,Red Velvet,77,artist,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,,,,,,,,,,,,
https://open.spotify.com/artist/7nqOGRxlXj7N2JYbgNEjYH,,4761836,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/7nqOGRxlXj7N2JYbgNEjYH,7nqOGRxlXj7N2JYbgNEjYH,640,https://i.scdn.co/image/bf7b1f0ad7b8abee4b405a98ce43e4229f099b0d,640,320,https://i.scdn.co/image/663deaca604119b0b69ecf3f9c8118fef86b9aef,320,160,https://i.scdn.co/image/9d8ee14a776b419afb394786cd1984e017cd1f35,160,SEVENTEEN,78,artist,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,,,,,,,,,,,,
https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,,3240819,k-pop,,https://api.spotify.com/v1/artists/3HqSLMAZ3g3d5poNaI7GOU,3HqSLMAZ3g3d5poNaI7GOU,640,https://i.scdn.co/image/51ccdd82404ba316a096b3b97f88286aacb42c5d,640,320,https://i.scdn.co/image/7933ee4e5fab342227d2d8ba36f522537c7d73c2,320,160,https://i.scdn.co/image/5a53f55dc6c7cb83798861243cd9fca0665766b0,160,IU,78,artist,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,,,,,,,,,,,,
https://open.spotify.com/artist/7f4ignuCJhLXfZ9giKT7rH,,3585429,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/7f4ignuCJhLXfZ9giKT7rH,7f4ignuCJhLXfZ9giKT7rH,640,https://i.scdn.co/image/5b503f0c8f8c4608dc7feb1371e41be3daeef2c3,640,320,https://i.scdn.co/image/0ffc389170b9e66c14c2d4a042b2c8d49615456a,320,160,https://i.scdn.co/image/100394e95c711a06f056133a0e3f74f20f219a18,160,NCT 127,76,artist,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,,,,,,,,,,,,
https://open.spotify.com/artist/6nfDaffa50mKtEOwR8g4df,,4505099,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/6nfDaffa50mKtEOwR8g4df,6nfDaffa50mKtEOwR8g4df,640,https://i.scdn.co/image/bde05b82f7629f4ec2f17b9f2c0c6bf75e18e7d6,640,320,https://i.scdn.co/image/a72e9eae928e67ee96196120f73b392a71d21f98,320,160,https://i.scdn.co/image/44d5489b6ef1897db97f362d513d75c48a1b6e11,160,GOT7,75,artist,spotify:artist:6nfDaffa50mKtEOwR8g4df,,,,,,,,,,,,
https://open.spotify.com/artist/4gOc8TsQed9eqnqJct2c5v,,933453,k-pop girl group,,https://api.spotify.com/v1/artists/4gOc8TsQed9eqnqJct2c5v,4gOc8TsQed9eqnqJct2c5v,640,https://i.scdn.co/image/32484aec8d41b85263b9569b1e8a2e1a61896e49,640,320,https://i.scdn.co/image/338c8f8bdeba848af77674baf089918728295a64,320,160,https://i.scdn.co/image/038bdb277d3acea8dbce4041c8153cad8352e6c4,160,K/DA,76,artist,spotify:artist:4gOc8TsQed9eqnqJct2c5v,,,,,,,,,,,,
https://open.spotify.com/artist/3cjEqqelV9zb4BYE3qDQ4O,,7284504,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/3cjEqqelV9zb4BYE3qDQ4O,3cjEqqelV9zb4BYE3qDQ4O,640,https://i.scdn.co/image/34a9e3361cb91986c46d7693731bedb3171d1ef2,640,320,https://i.scdn.co/image/11c260e863daca438d50a8523b73050f93e21378,320,160,https://i.scdn.co/image/f5749ffb46826043f75bded846dbb86a2bc367b7,160,EXO,76,artist,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,,,,,,,,,,,,
https://open.spotify.com/artist/3paGCCtX1Xr4Gx53mSeZuQ,,2339918,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/3paGCCtX1Xr4Gx53mSeZuQ,3paGCCtX1Xr4Gx53mSeZuQ,640,https://i.scdn.co/image/da5cc89a86d802a4dc204434c6e55e6480b145e7,640,320,https://i.scdn.co/image/57d27e28bbde67967d5ebd8d9a9a1d5f3a577364,320,160,https://i.scdn.co/image/d6ab9058b599f1657a564519ed8b79bd764a8a2a,160,NCT U,76,artist,spotify:artist:3paGCCtX1Xr4Gx53mSeZuQ,,,,,,,,,,,,
https://open.spotify.com/artist/4TnGh5PKbSjpYqpIdlW5nz,,3216311,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/4TnGh5PKbSjpYqpIdlW5nz,4TnGh5PKbSjpYqpIdlW5nz,640,https://i.scdn.co/image/87b928a13002edec30930a7e552c393c385758aa,640,320,https://i.scdn.co/image/7625c331780e47103be1371c4d07030dc30da9ca,320,160,https://i.scdn.co/image/cdbe32efe97c14060f87d10cdd0e92ca4121b907,160,Monsta X,73,artist,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,,,,,,,,,,,,
https://open.spotify.com/artist/52zMTJCKluDlFwMQWmccY7,,1071014,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/52zMTJCKluDlFwMQWmccY7,52zMTJCKluDlFwMQWmccY7,640,https://i.scdn.co/image/64dbfcf71f304abacc15c4aec48ac5f601dcdd4b,640,320,https://i.scdn.co/image/e1ae557231bc7793376f977123671cf814ca6a58,320,160,https://i.scdn.co/image/496a2b7cdd178f3e27b725ba57d7284848c4bd3a,160,LOONA,71,artist,spotify:artist:52zMTJCKluDlFwMQWmccY7,,,,,,,,,,,,
https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,,1245766,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/68KmkJeZGfwe1OUaivBa2L,68KmkJeZGfwe1OUaivBa2L,640,https://i.scdn.co/image/102f1113977ba3f6711c060a47ae9b79b4d72bb5,640,320,https://i.scdn.co/image/114e1c93143ea4a4e3b759fee6083d7925117aed,320,160,https://i.scdn.co/image/c1da386a05fb09d66b1485f46cbee50df5dc66da,160,ATEEZ,72,artist,spotify:artist:68KmkJeZGfwe1OUaivBa2L,,,,,,,,,,,,
https://open.spotify.com/artist/0XATRDCYuuGhk0oE7C0o5G,,3207351,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/0XATRDCYuuGhk0oE7C0o5G,0XATRDCYuuGhk0oE7C0o5G,640,https://i.scdn.co/image/520051698798f4f1a15bb28126d4e46bfa37f41d,640,320,https://i.scdn.co/image/019e9712125aa21e54095246d35a4b305de2e502,320,160,https://i.scdn.co/image/548be53d1834b453605f4e50162c33aae5679ddb,160,MAMAMOO,76,artist,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,,,,,,,,,,,,
https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI,,1278057,k-pop,k-rap,https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI,4XDi67ZENZcbfKnvMnTYsI,640,https://i.scdn.co/image/af2f2bccca5b3ce555dff4b76371b26997257ff0,640,320,https://i.scdn.co/image/b536aebb83879bb266eb526d44b6223ca2c68b1a,320,160,https://i.scdn.co/image/a39b8840cd14c5e67caa9800b35d690bdc2b9d21,160,Jay Park,71,artist,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,korean r&b,,,,,,,,,,,
https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g,,764233,k-pop,korean r&b,https://api.spotify.com/v1/artists/6aLdhHUqgdKE86xbtNmY8g,6aLdhHUqgdKE86xbtNmY8g,640,https://i.scdn.co/image/96f3ad53a68387f0824e202c2e989bdff0ea50ed,640,320,https://i.scdn.co/image/351bbb3d872231bab8b2be95f48e7d706e551d50,320,160,https://i.scdn.co/image/4aeba993f6033476f11c604f6cccc588b1c48194,160,Crush,72,artist,spotify:artist:6aLdhHUqgdKE86xbtNmY8g,,,,,,,,,,,,
https://open.spotify.com/artist/5TnQc2N1iKlFjYD7CPGvFc,,1968402,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/5TnQc2N1iKlFjYD7CPGvFc,5TnQc2N1iKlFjYD7CPGvFc,640,https://i.scdn.co/image/db8676bd6bb2b9cea77b26106dd4d5492ec9bb04,640,320,https://i.scdn.co/image/f9fa7816ca83fc1826421d8d8a698f199052921d,320,160,https://i.scdn.co/image/691adca042e0b7c6b67043f4e9171aabe3b8e25f,160,DAY6,73,artist,spotify:artist:5TnQc2N1iKlFjYD7CPGvFc,,,,,,,,,,,,
https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3,,1601784,k-pop girl group,,https://api.spotify.com/v1/artists/2KC9Qb60EaY0kW4eH68vr3,2KC9Qb60EaY0kW4eH68vr3,640,https://i.scdn.co/image/d66b3134fbf49045d68e8bbc99e6790bb1170003,640,320,https://i.scdn.co/image/53fa6cd918dd9ff751dd405b75d43378147cacf7,320,160,https://i.scdn.co/image/83e84bbe51afa2641f1b65dc0dd8d2428c43e4b9,160,ITZY,75,artist,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,,,,,,,,,,,,
https://open.spotify.com/artist/5V1qsQHdXNm4ZEZHWvFnqQ,,585985,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/5V1qsQHdXNm4ZEZHWvFnqQ,5V1qsQHdXNm4ZEZHWvFnqQ,640,https://i.scdn.co/image/8def18f45e1429a21fb4b5aa33d72d61fb8ceadf,640,320,https://i.scdn.co/image/64672bce97af3ade6cb4d1fe51f786e84a6ebad7,320,160,https://i.scdn.co/image/dae11ddc7194a1a2d09a3e4ddb2f67fd7c192a8c,160,DREAMCATCHER,71,artist,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,,,,,,,,,,,,
https://open.spotify.com/artist/4XpUIb8uuNlIWVKmgKZXC0,,900815,k-pop,k-rap,https://api.spotify.com/v1/artists/4XpUIb8uuNlIWVKmgKZXC0,4XpUIb8uuNlIWVKmgKZXC0,640,https://i.scdn.co/image/f45911917c0657685b6478b53adfa1909b49a2c9,640,320,https://i.scdn.co/image/504364fb750548b0d057574d21028c6b4840f3ee,320,160,https://i.scdn.co/image/86bb18a48efecd14c0aaf99875063d8c53c2c4c0,160,ZICO,71,artist,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0,korean pop,korean r&b,,,,,,,,,,
https://open.spotify.com/artist/5snNHNlYT2UrtZo5HCJkiw,,457617,k-indie,k-pop,https://api.spotify.com/v1/artists/5snNHNlYT2UrtZo5HCJkiw,5snNHNlYT2UrtZo5HCJkiw,640,https://i.scdn.co/image/87741ebe397a68c375c4a17c435428dfbff5e015,640,320,https://i.scdn.co/image/d6fdeb2bdedf57b1c4a4892613fa86d1c20d6c15,320,160,https://i.scdn.co/image/65f65c5f611203ef79af8babee02df70e88ab51a,160,Epik High,69,artist,spotify:artist:5snNHNlYT2UrtZo5HCJkiw,k-rap,korean pop,,,,,,,,,,
https://open.spotify.com/artist/3eCd0TZrBPm2n9cDG6yWfF,,992859,k-pop,korean r&b,https://api.spotify.com/v1/artists/3eCd0TZrBPm2n9cDG6yWfF,3eCd0TZrBPm2n9cDG6yWfF,640,https://i.scdn.co/image/699d60319fca424e6d2821adac723a0e87396eb2,640,320,https://i.scdn.co/image/c672fd8500d7e89eae5db84fc24bdfb45b16c30f,320,160,https://i.scdn.co/image/0638aaff325582c490647a9ee67f89e31661b342,160,DEAN,67,artist,spotify:artist:3eCd0TZrBPm2n9cDG6yWfF,,,,,,,,,,,,
https://open.spotify.com/artist/5r1tUTxVSgvBHnoDuDODPH,,811198,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/5r1tUTxVSgvBHnoDuDODPH,5r1tUTxVSgvBHnoDuDODPH,640,https://i.scdn.co/image/dd609a96fac0612e58a2ae2b14e0c698ea842762,640,320,https://i.scdn.co/image/f61dacc2b2a5fcda6a1529e6ceede094a1e967d2,320,160,https://i.scdn.co/image/0def4ca6b2f0c24d5f291771ab28cf6dba748868,160,IZ*ONE,72,artist,spotify:artist:5r1tUTxVSgvBHnoDuDODPH,,,,,,,,,,,,
https://open.spotify.com/artist/1kfWoWgCugPkyxQP8lkRlY,,1876432,hong kong hip hop,k-pop,https://api.spotify.com/v1/artists/1kfWoWgCugPkyxQP8lkRlY,1kfWoWgCugPkyxQP8lkRlY,640,https://i.scdn.co/image/b6a5afc9bd3b9d0515bc2689e2ebbb5dd53969b5,640,320,https://i.scdn.co/image/f8b72f7dfee82d9d486fae2421e610cba022d293,320,160,https://i.scdn.co/image/5c38fc6de32ab7537c1ddc93c937a174ab589aa4,160,Jackson Wang,70,artist,spotify:artist:1kfWoWgCugPkyxQP8lkRlY,,,,,,,,,,,,
https://open.spotify.com/artist/4ufh0WuMZh6y4Dmdnklvdl,,1670272,k-pop,,https://api.spotify.com/v1/artists/4ufh0WuMZh6y4Dmdnklvdl,4ufh0WuMZh6y4Dmdnklvdl,640,https://i.scdn.co/image/177080e5ac2225dea38d10a4c11ce7962c158c10,640,320,https://i.scdn.co/image/63f0085189e6e633a725fa003fbf28cc4ecb4832,320,160,https://i.scdn.co/image/e4a40ae6bedd30649cd3185863a6c62cd8273362,160,BAEKHYUN,71,artist,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,,,,,,,,,,,,
https://open.spotify.com/artist/1LeVJ5GPeYDOVUjxx1y7Rp,,623441,chillwave,indie pop,https://api.spotify.com/v1/artists/1LeVJ5GPeYDOVUjxx1y7Rp,1LeVJ5GPeYDOVUjxx1y7Rp,640,https://i.scdn.co/image/df2456ee1d94778bcc1e92c984dc904e816ca9fd,640,320,https://i.scdn.co/image/ebcc92ff18b7d8eb1301991cc30385f534b96042,320,160,https://i.scdn.co/image/6b93218c869997dc2c3f1cee5132e0696d89a93e,160,Unknown Mortal Orchestra,68,artist,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,indie rock,indie soul,kiwi rock,neo-psychedelic,new rave,portland hip hop,psychedelic pop,,,,,
https://open.spotify.com/artist/1gBUSTR3TyDdTVFIaQnc02,,2727271,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/1gBUSTR3TyDdTVFIaQnc02,1gBUSTR3TyDdTVFIaQnc02,640,https://i.scdn.co/image/3b32ef91c9306811464e2a40ad406c7706a664bd,640,320,https://i.scdn.co/image/65ab1f1fa7d79ddb9436f1ac167884b339faf228,320,160,https://i.scdn.co/image/a4b63d6219f4504022527f791f6c5bfb15f1b350,160,NCT DREAM,72,artist,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,,,,,,,,,,,,
https://open.spotify.com/artist/6iVo62B0bdTknRcrktCmak,,289483,k-pop,,https://api.spotify.com/v1/artists/6iVo62B0bdTknRcrktCmak,6iVo62B0bdTknRcrktCmak,640,https://i.scdn.co/image/52116d927c22e2566b9e4ed547a4dcee58f296b9,640,320,https://i.scdn.co/image/c3662544560034cf6daf288c85238a7bf12fec69,320,160,https://i.scdn.co/image/6688b2cd2ff399dfc1518cd71ec8df91e0aa118f,160,KAI,69,artist,spotify:artist:6iVo62B0bdTknRcrktCmak,,,,,,,,,,,,
https://open.spotify.com/artist/13rF01aOogvnkuQXOlgTW8,,1633126,k-pop,,https://api.spotify.com/v1/artists/13rF01aOogvnkuQXOlgTW8,13rF01aOogvnkuQXOlgTW8,640,https://i.scdn.co/image/25759732695a061359240cf76ffa3153cfd5b079,640,320,https://i.scdn.co/image/df25b599ffcdeb22a81dce704db6cd129ffd578e,320,160,https://i.scdn.co/image/04d986bbe336322c704ba28ac1f87da8e33903e3,160,TAEMIN,69,artist,spotify:artist:13rF01aOogvnkuQXOlgTW8,,,,,,,,,,,,
https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg,,459381,chill r&b,k-pop,https://api.spotify.com/v1/artists/0siBQaURCli5wn2lqv8WZg,0siBQaURCli5wn2lqv8WZg,640,https://i.scdn.co/image/00620286f942240158184b80f97cb1bd1f6a9425,640,320,https://i.scdn.co/image/3e82e8ef5e03ebdb185057ec0077297c62865dee,320,160,https://i.scdn.co/image/438846a760c4d71ff600463879720b87e7464bb1,160,DPR LIVE,66,artist,spotify:artist:0siBQaURCli5wn2lqv8WZg,korean r&b,,,,,,,,,,,
https://open.spotify.com/artist/2PSJ6YriU7JsFucxACpU7Y,,1300450,k-pop,,https://api.spotify.com/v1/artists/2PSJ6YriU7JsFucxACpU7Y,2PSJ6YriU7JsFucxACpU7Y,640,https://i.scdn.co/image/b03254917e133436bfb4841806d5e7397cfde525,640,320,https://i.scdn.co/image/adcae7e0465eb71fe71bbc0754142cce2f9bb92a,320,160,https://i.scdn.co/image/3ec126c729a5effda138ad918b3f58c8ab5365f1,160,CHUNG HA,70,artist,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,,,,,,,,,,,,
https://open.spotify.com/artist/3qNVuliS40BLgXGxhdBdqu,,1724077,k-pop,,https://api.spotify.com/v1/artists/3qNVuliS40BLgXGxhdBdqu,3qNVuliS40BLgXGxhdBdqu,640,https://i.scdn.co/image/2af46e14c6edb1e746cac8f408e7340a29fbd25c,640,320,https://i.scdn.co/image/7d0f5155d4ea006c1954a9d23e03394fcc688633,320,160,https://i.scdn.co/image/81f5d93f3faf8a2e0a25c550e089dca62dd2651d,160,TAEYEON,73,artist,spotify:artist:3qNVuliS40BLgXGxhdBdqu,,,,,,,,,,,,
https://open.spotify.com/artist/1qBsABYUrxg9afpMtyoFKz,,1062756,chinese idol pop,k-pop,https://api.spotify.com/v1/artists/1qBsABYUrxg9afpMtyoFKz,1qBsABYUrxg9afpMtyoFKz,640,https://i.scdn.co/image/d8a670e526d14b233ff3d120bfe0d246a7790d24,640,320,https://i.scdn.co/image/464594bf1e159e4471d2b0a376c5e7cac11cd68c,320,160,https://i.scdn.co/image/af6a5426a2bc4126faccb80698e43ebe39a884a5,160,WayV,69,artist,spotify:artist:1qBsABYUrxg9afpMtyoFKz,,,,,,,,,,,,
https://open.spotify.com/artist/7gcCQIlkkfbul5Mt0jBQkg,,17017,new wave pop,rock keyboard,https://api.spotify.com/v1/artists/7gcCQIlkkfbul5Mt0jBQkg,7gcCQIlkkfbul5Mt0jBQkg,667,https://i.scdn.co/image/91cd81967e310760d03c8663f7b0a9dcb13adc0a,1000,427,https://i.scdn.co/image/287a058b8b7d61018330b25f54ebf8736337b02d,640,133,https://i.scdn.co/image/1c9ff76778ce25cb27539633a3ca1049ae4d08e4,200,Dave Stewart,72,artist,spotify:artist:7gcCQIlkkfbul5Mt0jBQkg,,,,,,,,43,https://i.scdn.co/image/71368d1677998b5c3f85bb714611c662d6e18795,64,,
https://open.spotify.com/artist/3ZZzT0naD25RhY2uZvIKkJ,,781149,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/3ZZzT0naD25RhY2uZvIKkJ,3ZZzT0naD25RhY2uZvIKkJ,640,https://i.scdn.co/image/21398b15c42561704206eb0301679f9ceab0c8d8,640,320,https://i.scdn.co/image/85a83b1f112b4f7b37399ab4a4b3d63abcc95946,320,160,https://i.scdn.co/image/52810fe5f7bdbfc0fb55af11ab1664ed1af4ba37,160,EVERGLOW,69,artist,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,,,,,,,,,,,,
https://open.spotify.com/artist/5dCvSnVduaFleCnyy98JMo,,645218,k-pop,korean pop,https://api.spotify.com/v1/artists/5dCvSnVduaFleCnyy98JMo,5dCvSnVduaFleCnyy98JMo,640,https://i.scdn.co/image/ab67616d0000b273d5ec3d052355298db92ea249,640,300,https://i.scdn.co/image/ab67616d00001e02d5ec3d052355298db92ea249,300,64,https://i.scdn.co/image/ab67616d00004851d5ec3d052355298db92ea249,64,HEIZE,67,artist,spotify:artist:5dCvSnVduaFleCnyy98JMo,korean r&b,,,,,,,,,,,
https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,,4230211,k-pop,k-pop boy group,https://api.spotify.com/v1/artists/4Kxlr1PRlDKEB0ekOCyHgX,4Kxlr1PRlDKEB0ekOCyHgX,563,https://i.scdn.co/image/38840d268053348c1838e9269a36806bdc0dfda8,1000,360,https://i.scdn.co/image/9d2776620f81430ce4bfc24416588a13e0af9441,640,113,https://i.scdn.co/image/e6ee7141d87c381fd67073347a358ee9181ba1cf,200,BIGBANG,70,artist,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,,,,,,,,36,https://i.scdn.co/image/94021f138b49737973791e198bc810506a41148c,64,,
https://open.spotify.com/artist/0b1sIQumIAsNbqAoIClSpy,,5221706,k-pop,k-rap,https://api.spotify.com/v1/artists/0b1sIQumIAsNbqAoIClSpy,0b1sIQumIAsNbqAoIClSpy,640,https://i.scdn.co/image/ef9519abd7264bacaad43ff69fb3ed2ff536f7ec,640,320,https://i.scdn.co/image/3e7ff9125c518e290007ff8c5831bb621f3a8813,320,160,https://i.scdn.co/image/1303233e81158795989d03252b713aff729b0bf2,160,j-hope,69,artist,spotify:artist:0b1sIQumIAsNbqAoIClSpy,,,,,,,,,,,,
https://open.spotify.com/artist/0qlWcS66ohOIi0M8JZwPft,,1049977,k-pop,k-pop girl group,https://api.spotify.com/v1/artists/0qlWcS66ohOIi0M8JZwPft,0qlWcS66ohOIi0M8JZwPft,640,https://i.scdn.co/image/744fd6b9b3ad08a460df4542f30c8022e7ee9ae4,640,320,https://i.scdn.co/image/ddd5eb005be1b5286fd6a5333f0beed99e1f5c13,320,160,https://i.scdn.co/image/c52c2ca373051cfa0e87ed584e4fa7587d1fb4b5,160,GFRIEND,70,artist,spotify:artist:0qlWcS66ohOIi0M8JZwPft,,,,,,,,,,,,
